"City", "Region", "Country", "AirQuality", "WaterPollution"
"Foz do Iguacu", "Parana", "Brazil", 100, 33.333333333333336
"Giurgiu", "Giurgiu County", "Romania", 50, 50
"Targu Jiu", "Gorj County", "Romania", 37.5, 50
"Sfantu Gheorghe", "Covasna County", "Romania", 100, 0
"Novi Pazar", "Raska District", "Serbia", 75, 0
"Oldham", "England", "United Kingdom", 100, 0
"Otsu", "Shiga Prefecture", "Japan", 100, 0
"Kingston", "Ontario", "Canada", 83.33333333333333, 29.54545454545454
"Perth", "Scotland", "United Kingdom", 41.66666666666667, 58.333333333333336
"Whistler", "British Columbia", "Canada", 100, 50
"Kandy", "Central Province", "Sri Lanka", 28.125, 43.42105263157895
"Napier", "", "New Zealand", 90.38461538461539, 50
"Mazeikiai", "", "Lithuania", 62.5, 50
"Luton", "England", "United Kingdom", 77.5, 41.66666666666667
"Visaginas", "", "Lithuania", 87.5, 12.5
"Southend-on-Sea", "England", "United Kingdom", 61.111111111111114, 65
"Milton Keynes", "England", "United Kingdom", 86.8421052631579, 16.666666666666668
"Toyama", "Toyama Prefecture", "Japan", 100, 0
"San Luis Potosi", "San Luis Potosi", "Mexico", 48.214285714285715, 59.61538461538461
"Kouvola", "", "Finland", 100, 0
"Bihac", "Federation of Bosnia and Herzegovina", "Bosnia and Herzegovina", 100, 0
"Sabac", "Macva District", "Serbia", 25, 83.33333333333333
"Modesto", "California", "United States of America", 46.666666666666664, 54.54545454545454
"Hereford", "England", "United Kingdom", 75, 8.333333333333332
"Deva", "Hunedoara County", "Romania", 81.25, 31.25
"Dundalk", "Leinster", "Ireland", 81.25, 31.25
"Pancevo", "", "Serbia", 10.714285714285715, 53.57142857142857
"Granada", "Granada Department", "Nicaragua", 25, 25
"Cascavel", "Parana", "Brazil", 100, 37.5
"Howrah", "West Bengal", "India", 50, 75
"Corfu", "", "Greece", 88.63636363636364, 25
"Aspen", "Colorado", "United States of America", 75, 50
"Qiqihar", "Heilongjiang", "People's Republic of China", 12.5, 50
"Yalova", "Yalova Province", "Turkey", 46.875, 43.75
"Kraljevo", "Raska District", "Serbia", 37.5, 37.5
"Nelson", "Nelson Region", "New Zealand", 83.33333333333333, 29.166666666666664
"Kyrenia", "", "Cyprus", 75, 50
"Ajka", "Veszprem County", "Hungary", 75, 50
"Nevsehir", "Nevsehir Province", "Turkey", 50, 0
"Duzce", "Duzce Province", "Turkey", 0, 50
"Kirikkale", "Kirikkale Province", "Turkey", 4.166666666666669, 50
"Hakkari", "Hakkari Province", "Turkey", 0, 50
"Corum", "Corum Province", "Turkey", 12.5, 50
"Kirklareli", "Kirklareli Province", "Turkey", 32.14285714285714, 0
"Kastoria", "West Macedonia Region", "Greece", 100, 0
"Cheltenham", "England", "United Kingdom", 75, 0
"Slatina", "Olt County", "Romania", 58.333333333333336, 25
"Ghaziabad", "Uttar Pradesh", "India", 12.903225806451612, 80
"Drogheda", "Leinster", "Ireland", 100, 12.5
"Zliten", "Murqub", "Libya", 75, 100
"Rehovot", "Central District", "Israel", 37.5, 31.25
"Vac", "Pest County", "Hungary", 100, 0
"Tuxtla Gutierrez", "Chiapas", "Mexico", 75, 31.25
"Trikala", "", "Greece", 95.83333333333333, 33.333333333333336
"Bijelo Polje", "Bijelo Polje Municipality", "Montenegro", 0, 75
"Lod", "Central District", "Israel", 25, 100
"Chichester", "England", "United Kingdom", 100, 0
"Thane", "Maharashtra", "India", 41.66666666666667, 70.94594594594594
"Shillong", "Meghalaya", "India", 73.33333333333334, 73.33333333333334
"Hyvinkaa", "Uusimaa", "Finland", 100, 50
"Tauranga", "Bay of Plenty Region", "New Zealand", 83.92857142857143, 36.36363636363637
"Kokkola", "", "Finland", 95, 75
"Tepic", "Nayarit", "Mexico", 100, 50
"Fethiye", "Mugla Province", "Turkey", 100, 75
"Bilecik", "Bilecik Province", "Turkey", 20.833333333333332, 50
"Valjevo", "Kolubara District", "Serbia", 0, 75
"Cacak", "Moravica District", "Serbia", 41.66666666666667, 50
"Imphal", "Manipur", "India", 47.91666666666667, 65.38461538461539
"Wigan", "England", "United Kingdom", 87.5, 12.5
"Ponta Delgada", "Azores", "Portugal", 100, 4.999999999999999
"Viana do Castelo", "Viana do Castelo", "Portugal", 100, 58.333333333333336
"Patiala", "", "India", 33.333333333333336, 69.11764705882352
"Berane", "Berane Municipality", "Montenegro", 100, 0
"Bedford", "England", "United Kingdom", 80, 75
"Eastbourne", "England", "United Kingdom", 79.16666666666667, 0
"Kaduna", "Kaduna State", "Nigeria", 31.25, 56.25
"Kirkwall", "Scotland", "United Kingdom", 100, 50
"Borjomi", "Samtskhe-Javakheti", "Georgia", 100, 50
"Komotini", "", "Greece", 75, 18.75
"Vallejo", "California", "United States of America", 100, 50
"Thousand Oaks", "California", "United States of America", 92.5, 20.833333333333332
"Sunnyvale", "California", "United States of America", 77.08333333333333, 55.55555555555556
"Kaifeng", "Henan", "People's Republic of China", 0, 100
"Maringa", "Parana", "Brazil", 95.83333333333333, 25
"Bat Yam", "Tel Aviv District", "Israel", 50, 41.66666666666667
"Prievidza", "Trencin Region", "Slovakia", 80, 0
"Hachioji", "", "Japan", 75, 50
"Rotorua", "Bay of Plenty Region", "New Zealand", 72.91666666666666, 45
"Santa Marta", "Magdalena Department", "Colombia", 50, 71.42857142857143
"Toluca", "State of Mexico", "Mexico", 25, 41.66666666666667
"Torquay", "England", "United Kingdom", 56.25, 37.5
"Burnley", "England", "United Kingdom", 37.5, 25
"Ennis", "", "Ireland", 100, 50
"Oxnard", "California", "United States of America", 95, 0
"East London", "Eastern Cape", "South Africa", 70.83333333333334, 58.333333333333336
"Kolhapur", "Maharashtra", "India", 52.88461538461539, 69.04761904761905
"Sagamihara", "Kanagawa Prefecture", "Japan", 75, 50
"Biala Podlaska", "Lublin Voivodeship", "Poland", 50, 50
"Edessa", "", "Greece", 100, 0
"Ambato", "Tungurahua Province", "Ecuador", 72.22222222222221, 75
"Yozgat", "Yozgat Province", "Turkey", 25, 50
"Xanthi", "", "Greece", 100, 35
"Beihai", "Guangxi", "People's Republic of China", 21.875, 75
"Katerini", "", "Greece", 37.5, 37.5
"Yantai", "Shandong", "People's Republic of China", 20.833333333333332, 50
"Ubud", "Bali", "Indonesia", 50, 25
"Livadeia", "Central Greece Region", "Greece", 62.5, 50
"Villahermosa", "Tabasco", "Mexico", 56.25, 43.75
"Chelmsford", "England", "United Kingdom", 62.5, 12.5
"Imatra", "", "Finland", 91.66666666666667, 0
"Roeselare", "Flemish Region", "Belgium", 75, 50
"Johvi", "Ida-Viru County", "Estonia", 100, 50
"Yinchuan", "Ningxia", "People's Republic of China", 0, 50
"Beira", "Sofala", "Mozambique", 0, 100
"Carlow", "Leinster", "Ireland", 58.333333333333336, 41.66666666666667
"Bayburt", "Bayburt Province", "Turkey", 100, 0
"Oshawa", "Ontario", "Canada", 84.09090909090908, 32.14285714285714
"Slough", "England", "United Kingdom", 35.714285714285715, 60
"Dunfermline", "Scotland", "United Kingdom", 100, 0
"Kusadasi", "Aydin Province", "Turkey", 25, 100
"Entebbe", "", "Uganda", 50, 75
"Palmerston North", "", "New Zealand", 95.83333333333333, 32.14285714285714
"Arak", "Markazi Province", "Iran", 2.2727272727272707, 67.85714285714286
"Lushnje", "Fier County", "Albania", 0, 100
"Shariff Aguak", "", "Philippines", 25, 0
"Antigua Guatemala", "Sacatepequez Department", "Guatemala", 32.14285714285714, 53.57142857142857
"West Bromwich", "England", "United Kingdom", 50, 0
"Drama", "", "Greece", 100, 25
"Wadowice", "Lesser Poland Voivodeship", "Poland", 30, 0
"New Plymouth", "", "New Zealand", 95, 15.000000000000002
"Santa Rosa", "California", "United States of America", 81.25, 29.54545454545454
"Akola", "Maharashtra", "India", 31.521739130434785, 62.5
"Bareilly", "Uttar Pradesh", "India", 45.83333333333333, 48.529411764705884
"Elva", "Tartu County", "Estonia", 100, 8.333333333333332
"Maidstone", "England", "United Kingdom", 12.5, 50
"Darlington", "England", "United Kingdom", 100, 0
"Barcelos", "Braga", "Portugal", 100, 50
"Tirunelveli", "", "India", 55.55555555555556, 75
"Amagasaki", "Hyogo Prefecture", "Japan", 100, 0
"Rapid City", "South Dakota", "United States of America", 92.5, 37.5
"Tralee", "", "Ireland", 91.66666666666667, 8.333333333333332
"Guildford", "England", "United Kingdom", 67.85714285714286, 39.285714285714285
"Aylesbury", "England", "United Kingdom", 58.333333333333336, 25
"Binghamton", "New York", "United States of America", 62.5, 62.5
"Dudley", "England", "United Kingdom", 100, 0
"Bellevue", "Washington", "United States of America", 94.23076923076923, 19.444444444444443
"Trujillo", "La Libertad", "Peru", 50, 37.5
"Kocani", "Kocani Municipality", "North Macedonia", 12.5, 50
"Kisumu", "", "Kenya", 100, 0
"Panaji", "Goa", "India", 25, 50
"Lohja", "Uusimaa", "Finland", 100, 50
"Kazincbarcika", "Borsod-Abauj-Zemplen County", "Hungary", 50, 50
"Znojmo", "", "Czech Republic", 87.5, 50
"Jaffna", "Northern Province", "Sri Lanka", 53.57142857142857, 53.57142857142857
"Lomza", "Podlaskie Voivodeship", "Poland", 75, 50
"Slobozia", "Ialomița County", "Romania", 25, 75
"Warrington", "England", "United Kingdom", 75, 25
"Xiangtan", "Hunan", "People's Republic of China", 0, 50
"Harrogate", "England", "United Kingdom", 75, 6.25
"Rapla", "Rapla County", "Estonia", 100, 50
"Husavik", "", "Iceland", 50, 50
"Fayetteville", "Arkansas", "United States of America", 94.44444444444444, 20
"El Jadida", "Casablanca-Settat", "Morocco", 15.000000000000002, 65
"Macon", "Georgia", "United States of America", 60, 50
"Montana", "Montana Province", "Bulgaria", 20, 50
"Kuching", "Sarawak", "Malaysia", 61.904761904761905, 61.66666666666667
"Walvis Bay", "Erongo Region", "Namibia", 25, 58.333333333333336
"Xalapa", "Veracruz", "Mexico", 62.5, 18.75
"Cugir", "Alba County", "Romania", 100, 25
"Vinkovci", "Vukovar-Syrmia County", "Croatia", 100, 0
"Comodoro Rivadavia", "Chubut Province", "Argentina", 85.71428571428572, 58.333333333333336
"Walla Walla", "Washington", "United States of America", 100, 0
"Ibague", "Tolima Department", "Colombia", 56.61764705882353, 79.04411764705883
"Casper", "Wyoming", "United States of America", 100, 33.333333333333336
"Tivat", "Tivat Municipality", "Montenegro", 65, 50
"Mansoura", "", "Egypt", 37.5, 70
"Redmond", "Washington", "United States of America", 87.5, 33.333333333333336
"Piura", "Piura", "Peru", 25, 75
"Johor Bahru", "Johor", "Malaysia", 50, 56.25
"Geelong", "Victoria", "Australia", 83.33333333333333, 23.809523809523807
"Kelowna", "British Columbia", "Canada", 79.8780487804878, 32.432432432432435
"Peoria", "Illinois", "United States of America", 96.875, 29.166666666666664
"Gisborne", "", "New Zealand", 0, 75
"Aberdeen", "Washington", "United States of America", 100, 0
"Rockford", "Illinois", "United States of America", 60.71428571428571, 60
"Vancouver", "Washington", "United States of America", 73.07692307692308, 29.807692307692307
"Erie", "Pennsylvania", "United States of America", 80, 100
"Chelm", "Lublin Voivodeship", "Poland", 50, 50
"Hollywood", "Florida", "United States of America", 100, 37.5
"Al Ain", "Emirate of Abu Dhabi", "United Arab Emirates", 44.79166666666667, 38.88888888888889
"Suwalki", "Podlaskie Voivodeship", "Poland", 87.5, 50
"Aberdeen", "South Dakota", "United States of America", 50, 83.33333333333333
"Tunja", "Boyaca Department", "Colombia", 100, 75
"Solapur", "Maharashtra", "India", 20.833333333333332, 73.07692307692308
"Reading", "Pennsylvania", "United States of America", 87.5, 50
"Brunswick", "Vermont", "United States of America", 100, 37.5
"Nakuru", "", "Kenya", 75, 25
"Kitwe", "Copperbelt Province", "Zambia", 0, 100
"Columbus", "Georgia", "United States of America", 82.5, 45
"Mission", "Texas", "United States of America", 100, 0
"Bauru", "Sao Paulo", "Brazil", 58.333333333333336, 50
"Plasencia", "Extremadura", "Spain", 75, 50
"Huntington", "West Virginia", "United States of America", 75, 25
"Kingsport", "Tennessee", "United States of America", 56.25, 93.75
"Givet", "", "France", 100, 50
"Bhilai", "Chhattisgarh", "India", 34.82142857142857, 55.68181818181818
"Abeche", "Ouaddai Region", "Chad", 62.5, 37.5
"Sremska Mitrovica", "", "Serbia", 75, 12.5
"Ponta Grossa", "Parana", "Brazil", 62.5, 37.5
"Bhavnagar", "Gujarat", "India", 61.36363636363637, 61.904761904761905
"Jhansi", "Uttar Pradesh", "India", 47.82608695652174, 69.73684210526316
"Naperville", "Illinois", "United States of America", 83.33333333333333, 12.5
"Morogoro", "", "Tanzania", 66.66666666666666, 100
"Gujranwala", "Punjab", "Pakistan", 18.055555555555557, 54.41176470588235
"Khulna", "Khulna Division", "Bangladesh", 45.83333333333333, 39.285714285714285
"Changwon", "South Gyeongsang", "South Korea", 31.25, 75
"Bucaramanga", "Santander Department", "Colombia", 40, 25
"Nishinomiya", "Hyogo Prefecture", "Japan", 62.5, 50
"Setif", "Setif Province", "Algeria", 50, 100
"Burnaby", "British Columbia", "Canada", 77.77777777777779, 41.07142857142857
"Clearwater", "Florida", "United States of America", 85.71428571428572, 35.714285714285715
"Dhanbad", "Jharkhand", "India", 20.192307692307693, 64.13043478260869
"Bani Walid", "Misrata District", "Libya", 100, 50
"Tabuk", "Tabuk Province", "Saudi Arabia", 50, 25
"Taichung", "", "Taiwan", 22.794117647058826, 75.79365079365078
"Lewes", "England", "United Kingdom", 100, 0
"Wuwei", "Gansu", "People's Republic of China", 0, 50
"Traralgon", "Victoria", "Australia", 75, 50
"Olaine", "Olaine Municipality", "Latvia", 100, 0
"Keelung", "Taiwan Province", "Taiwan", 50, 50
"Bharatpur", "Bagmati", "Nepal", 87.5, 12.5
"Sochaczew", "Masovian Voivodeship", "Poland", 37.5, 50
"Bad Ischl", "Upper Austria", "Austria", 85, 50
"Knysna", "Western Cape", "South Africa", 100, 25
"Amstetten", "Lower Austria", "Austria", 62.5, 50
"Vocklabruck", "Upper Austria", "Austria", 100, 50
"Gaya", "Bihar", "India", 0, 50
"Simbach am Inn", "Bavaria", "Germany", 100, 50
"Clifton", "New Jersey", "United States of America", 100, 0
"Jammu", "Jammu and Kashmir", "India", 44.76744186046512, 62.82051282051282
"Hallein", "Salzburg", "Austria", 100, 50
"Abensberg", "Bavaria", "Germany", 100, 50
"Bunbury", "Western Australia", "Australia", 100, 0
"Mittersill", "Salzburg", "Austria", 50, 50
"Naples", "Florida", "United States of America", 80.76923076923077, 30.76923076923077
"Bruck an der Mur", "Styria", "Austria", 75, 50
"Traun", "Upper Austria", "Austria", 87.5, 50
"Steyr", "Upper Austria", "Austria", 100, 50
"Chiclayo", "Lambayeque", "Peru", 50, 50
"Karaman", "Karaman Province", "Turkey", 20, 0
"Ozamiz", "", "Philippines", 87.5, 50
"Baniyas", "Tartus Governorate", "Syria", 25, 91.66666666666667
"Trowbridge", "England", "United Kingdom", 0, 100
"Yongzhou", "Hunan", "People's Republic of China", 0, 50
"Aurora", "Ontario", "Canada", 50, 37.5
"Newport Beach", "California", "United States of America", 93.75, 25
"Dhahran", "Eastern Province", "Saudi Arabia", 40.625, 40.625
"Buchanan", "Grand Bassa County", "Liberia", 0, 50
"Amravati", "Maharashtra", "India", 36.25, 59.61538461538461
"Belgaum", "Karnataka", "India", 46.71052631578947, 82.43243243243244
"Lethbridge", "Alberta", "Canada", 68.75, 36.36363636363637
"Contagem", "Minas Gerais", "Brazil", 50, 75
"Scranton", "Pennsylvania", "United States of America", 92.85714285714286, 41.66666666666667
"Ipoh", "Perak", "Malaysia", 61.111111111111114, 50
"Abbotsford", "British Columbia", "Canada", 64.28571428571428, 36.458333333333336
"Moshi", "Kilimanjaro Region", "Tanzania", 75, 0
"Tanta", "Gharbia Governorate", "Egypt", 37.5, 80
"Turnhout", "Flemish Region", "Belgium", 75, 50
"Makarska", "Split-Dalmatia County", "Croatia", 100, 0
"Sanandaj", "Kurdistan Province", "Iran", 3.57142857142857, 83.33333333333333
"Haridwar", "Uttarakhand", "India", 71.875, 53.125
"Cascais", "Lisbon", "Portugal", 78.125, 41.66666666666667
"Tsukuba", "Ibaraki Prefecture", "Japan", 100, 25
"Santarem", "Santarem", "Portugal", 95, 50
"Niagara Falls", "Ontario", "Canada", 83.33333333333333, 43.75
"San Pedro Sula", "Cortes Department", "Honduras", 28.57142857142857, 67.85714285714286
"Jundiai", "Sao Paulo", "Brazil", 67.85714285714286, 4.999999999999999
"Massawa", "Northern Red Sea Region", "Eritrea", 100, 25
"Caldas da Rainha", "Leiria", "Portugal", 50, 50
"Volta Redonda", "Rio de Janeiro", "Brazil", 50, 50
"Nove Zamky", "Nitra Region", "Slovakia", 75, 0
"Hajnowka", "Podlaskie Voivodeship", "Poland", 62.5, 50
"Karaikal", "Puducherry", "India", 50, 50
"Azaz", "Aleppo Governorate", "Syria", 8.333333333333332, 50
"Modling", "Lower Austria", "Austria", 87.5, 50
"Noida", "Uttar Pradesh", "India", 11.482558139534882, 82.63473053892216
"Coonoor", "Tamil Nadu", "India", 87.5, 45
"David", "Chiriqui Province", "Panama", 80, 30
"Teixeira de Freitas", "Bahia", "Brazil", 25, 100
"Albany", "Georgia", "United States of America", 75, 16.666666666666668
"Duluth", "Georgia", "United States of America", 50, 0
"Blacksburg", "Virginia", "United States of America", 75, 0
"Newport", "New Hampshire", "United States of America", 100, 0
"Sharjah", "Emirate of Sharjah", "United Arab Emirates", 54.41176470588235, 36.76470588235294
"Rio Claro", "Sao Paulo", "Brazil", 25, 50
"Valsad", "Gujarat", "India", 75, 75
"Muonio", "", "Finland", 100, 0
"Kakamega", "", "Kenya", 100, 75
"Middletown", "New York", "United States of America", 100, 25
"Daqing", "Heilongjiang", "People's Republic of China", 12.5, 50
"Abastumani", "Samtskhe-Javakheti", "Georgia", 62.5, 50
"Al Wakrah", "", "Qatar", 14.285714285714285, 25
"Witbank", "Mpumalanga", "South Africa", 16.249999999999996, 98.4375
"Boston", "England", "United Kingdom", 62.5, 25
"Naga", "", "Philippines", 70, 45
"Joplin", "Missouri", "United States of America", 79.16666666666667, 18.75
"Bojnord", "North Khorasan Province", "Iran", 0, 50
"Bahawalpur", "", "Pakistan", 75, 60
"Vilvoorde", "Flemish Region", "Belgium", 75, 50
"Gospic", "Lika-Senj County", "Croatia", 100, 0
"Galle", "Southern Province", "Sri Lanka", 75, 37.5
"Sanya", "Hainan", "People's Republic of China", 70, 0
"Siedlce", "Masovian Voivodeship", "Poland", 46.42857142857143, 50
"San Juan de Pasto", "Narino Department", "Colombia", 70, 75
"Lancaster", "Pennsylvania", "United States of America", 66.66666666666666, 45
"Pocatello", "Idaho", "United States of America", 83.33333333333333, 87.5
"Bata", "", "Equatorial Guinea", 25, 25
"Novo Hamburgo", "Rio Grande do Sul", "Brazil", 87.5, 0
"Abingdon-on-Thames", "England", "United Kingdom", 100, 50
"Kollam", "Kerala", "India", 75, 44.11764705882353
"Valkeakoski", "", "Finland", 100, 50
"Rajshahi", "Rajshahi Division", "Bangladesh", 47.22222222222222, 30
"Brcko", "Brcko District", "Bosnia and Herzegovina", 25, 87.5
"Simi Valley", "California", "United States of America", 82.14285714285714, 25
"Fairfield", "California", "United States of America", 87.5, 37.5
"Prijedor", "Republika Srpska", "Bosnia and Herzegovina", 75, 25
"Guarapuava", "Parana", "Brazil", 100, 0
"Bangor", "Maine", "United States of America", 87.5, 12.5
"Rockville", "Maryland", "United States of America", 87.5, 50
"Mount Gambier", "South Australia", "Australia", 83.33333333333333, 0
"Laramie", "Wyoming", "United States of America", 100, 0
"Almada", "Setubal", "Portugal", 85.71428571428572, 50
"Armenia", "Quindio Department", "Colombia", 62.5, 37.5
"Okinawa", "Okinawa Prefecture", "Japan", 80.55555555555556, 40
"Nuevo Laredo", "Tamaulipas State", "Mexico", 37.5, 68.75
"Parkersburg", "West Virginia", "United States of America", 0, 100
"Kalgoorlie", "Western Australia", "Australia", 75, 50
"Kota", "", "India", 30.208333333333336, 48.4375
"Muradabad", "Uttar Pradesh", "India", 37.5, 43.75
"Dimitrovgrad", "Haskovo Province", "Bulgaria", 12.5, 50
"Amol", "Mazandaran Province", "Iran", 100, 75
"Fayetteville", "North Carolina", "United States of America", 77.08333333333333, 66.66666666666666
"Velika Gorica", "Zagreb County", "Croatia", 25, 50
"Schenectady", "New York", "United States of America", 50, 50
"Albury", "New South Wales", "Australia", 95, 8.333333333333332
"Heze", "Shandong", "People's Republic of China", 0, 50
"Maracay", "Aragua", "Venezuela", 25, 100
"Vila Velha", "Espirito Santo", "Brazil", 33.333333333333336, 41.66666666666667
"Quetzaltenango", "Quetzaltenango Department", "Guatemala", 29.166666666666664, 75
"Newport News", "Virginia", "United States of America", 66.66666666666666, 62.5
"Popayan", "Cauca Department", "Colombia", 100, 25
"Salto", "Salto Department", "Uruguay", 100, 25
"Lienz", "Tyrol", "Austria", 100, 50
"Cuprija", "Pomoravlje District", "Serbia", 59.375, 65.625
"Qena", "Qena Governorate", "Egypt", 50, 25
"Inuvik", "Northwest Territories", "Canada", 87.5, 50
"Batna", "Batna Province", "Algeria", 100, 25
"Holland", "Indiana", "United States of America", 75, 75
"Launceston", "Tasmania", "Australia", 68.75, 50
"Caslav", "", "Czech Republic", 100, 0
"Shuangyashan", "Heilongjiang", "People's Republic of China", 12.5, 50
"Adelanto", "California", "United States of America", 50, 50
"Wuhu", "Anhui", "People's Republic of China", 0, 50
"Huainan", "Anhui", "People's Republic of China", 0, 50
"Anqing", "Anhui", "People's Republic of China", 0, 50
"Fuyang", "Anhui", "People's Republic of China", 0, 50
"Lu'an", "Anhui", "People's Republic of China", 0, 50
"Bozhou", "Anhui", "People's Republic of China", 0, 50
"Xuancheng", "Anhui", "People's Republic of China", 0, 50
"Ganzhou", "Jiangxi", "People's Republic of China", 0, 50
"Fuzhou", "Jiangxi", "People's Republic of China", 50, 25
"Shangrao", "Jiangxi", "People's Republic of China", 0, 50
"Goldsboro", "North Carolina", "United States of America", 60, 100
"Chester", "Pennsylvania", "United States of America", 87.5, 50
"Medicine Hat", "Alberta", "Canada", 87.5, 34.375
"Jindrichuv Hradec", "", "Czech Republic", 100, 25
"Athlone", "Leinster", "Ireland", 80, 25
"El Cajon", "California", "United States of America", 50, 25
"George", "Western Cape", "South Africa", 93.75, 12.5
"Dahab", "South Sinai Governorate", "Egypt", 100, 58.333333333333336
"Pembroke Pines", "Florida", "United States of America", 100, 75
"Slapanice", "", "Czech Republic", 87.5, 37.5
"Adrian", "Georgia", "United States of America", 83.33333333333333, 87.5
"Dongying", "Shandong", "People's Republic of China", 0, 50
"Escondido", "California", "United States of America", 75, 12.5
"Farmville", "North Carolina", "United States of America", 75, 25
"Raipur", "Chhattisgarh", "India", 15.094339622641511, 68.61702127659575
"Jining", "Shandong", "People's Republic of China", 0, 50
"Tavira", "", "Portugal", 100, 0
"Sines", "Setubal", "Portugal", 75, 50
"Weihai", "Shandong", "People's Republic of China", 12.5, 50
"Zywiec", "Silesian Voivodeship", "Poland", 50, 50
"Rizhao", "Shandong", "People's Republic of China", 10.714285714285715, 37.5
"Taytay", "", "Philippines", 0, 100
"Linyi", "Shandong", "People's Republic of China", 4.166666666666669, 87.5
"Liaocheng", "Shandong", "People's Republic of China", 0, 50
"Binzhou", "Shandong", "People's Republic of China", 0, 50
"Castelo Branco", "Castelo Branco", "Portugal", 100, 0
"Albufeira", "", "Portugal", 71.42857142857143, 33.333333333333336
"Jeddah", "Mecca Province", "Saudi Arabia", 35.24096385542169, 54.43037974683544
"Folkestone", "England", "United Kingdom", 75, 50
"Gouyave", "Saint John Parish", "Grenada", 50, 75
"Valasske Mezirici", "", "Czech Republic", 50, 100
"Valledupar", "Cesar Department", "Colombia", 50, 50
"Nove Mesto nad Vahom", "Trencin Region", "Slovakia", 50, 50
"Heviz", "Zala County", "Hungary", 62.5, 37.5
"Janakpurdham", "", "Nepal", 50, 62.5
"Latacunga", "Cotopaxi Province", "Ecuador", 58.333333333333336, 91.66666666666667
"Puerto la Cruz", "Anzoategui", "Venezuela", 25, 100
"Nyeri", "", "Kenya", 87.5, 50
"Yasuj", "Kohgiluyeh and Boyer-Ahmad Province", "Iran", 0, 50
"Lukow", "Lublin Voivodeship", "Poland", 62.5, 50
"Litomerice", "", "Czech Republic", 75, 50
"Hattiesburg", "Mississippi", "United States of America", 82.14285714285714, 41.66666666666667
"Karlovy Vary", "", "Czech Republic", 64.28571428571428, 16.666666666666668
"Penrith", "New South Wales", "Australia", 25, 25
"Whitby", "Ontario", "Canada", 86.53846153846155, 17.307692307692307
"Ajax", "Ontario", "Canada", 87.5, 38.63636363636363
"Pickering", "Ontario", "Canada", 75, 50
"Des Plaines", "Illinois", "United States of America", 100, 50
"Torreon", "Coahuila", "Mexico", 47.22222222222222, 50
"Paradise", "California", "United States of America", 75, 50
"Samokov", "Sofia Province", "Bulgaria", 50, 50
"Sohag", "Sohag Governorate", "Egypt", 25, 100
"Badulla", "Uva Province", "Sri Lanka", 50, 50
"Jagodina", "Pomoravlje District", "Serbia", 32.14285714285714, 53.57142857142857
"Surrey", "British Columbia", "Canada", 71.73913043478261, 33.333333333333336
"Bansko", "Blagoevgrad Province", "Bulgaria", 100, 0
"Barcelona", "Anzoategui", "Venezuela", 12.5, 50
"Ambleside", "England", "United Kingdom", 87.5, 50
"Everett", "Washington", "United States of America", 88.63636363636364, 32.14285714285714
"Sumperk", "", "Czech Republic", 75, 50
"Zory", "Silesian Voivodeship", "Poland", 25, 50
"Mersa Matruh", "Matrouh Governorate", "Egypt", 87.5, 37.5
"Petrinja", "Sisak-Moslavina County", "Croatia", 75, 50
"Kutina", "Sisak-Moslavina County", "Croatia", 45, 25
"Novalja", "Lika-Senj County", "Croatia", 50, 50
"Agrinio", "West Greece Region", "Greece", 75, 50
"Solihull", "England", "United Kingdom", 100, 0
"Ogulin", "", "Croatia", 100, 0
"Delnice", "Primorje-Gorski Kotar County", "Croatia", 100, 0
"Novska", "Sisak-Moslavina County", "Croatia", 100, 0
"Slunj", "", "Croatia", 100, 0
"Columbia", "Maryland", "United States of America", 100, 25
"Pingdingshan", "Henan", "People's Republic of China", 15.000000000000002, 75
"Xinxiang", "Henan", "People's Republic of China", 0, 100
"Jiaozuo", "Henan", "People's Republic of China", 0, 50
"Puyang", "Henan", "People's Republic of China", 0, 50
"Xuchang", "Henan", "People's Republic of China", 0, 50
"Luohe", "Henan", "People's Republic of China", 0, 50
"Sanmenxia", "Henan", "People's Republic of China", 0, 50
"Nanyang", "Henan", "People's Republic of China", 0, 50
"Shangqiu", "Henan", "People's Republic of China", 0, 50
"Xinyang", "Henan", "People's Republic of China", 0, 50
"Airdrie", "Alberta", "Canada", 62.5, 25
"Changde", "Hunan", "People's Republic of China", 0, 50
"Yiyang", "Hunan", "People's Republic of China", 0, 50
"Chenzhou", "Hunan", "People's Republic of China", 0, 50
"Aksu", "Xinjiang", "People's Republic of China", 75, 100
"Welland", "Ontario", "Canada", 45, 45
"Oakville", "Ontario", "Canada", 80, 33.333333333333336
"Milton", "Ontario", "Canada", 81.81818181818181, 29.54545454545454
"Panzhihua", "Sichuan", "People's Republic of China", 0, 50
"Luzhou", "Sichuan", "People's Republic of China", 0, 50
"Deyang", "Sichuan", "People's Republic of China", 0, 50
"Mianyang", "Sichuan", "People's Republic of China", 10.714285714285715, 87.5
"Guangyuan", "Sichuan", "People's Republic of China", 0, 50
"Suining", "Sichuan", "People's Republic of China", 0, 50
"Leshan", "Sichuan", "People's Republic of China", 0, 50
"Nanchong", "Sichuan", "People's Republic of China", 0, 50
"Temple", "Texas", "United States of America", 100, 0
"Yibin", "Sichuan", "People's Republic of China", 0, 50
"Dazhou", "Sichuan", "People's Republic of China", 0, 50
"Ya'an", "Sichuan", "People's Republic of China", 0, 50
"Figueira da Foz", "Coimbra", "Portugal", 93.75, 25
